"iso2c","count_bpho","urb","ugr","vdr","adis","Species"
"PK",11,35.535333333333334,2.42061596638761,256.20666666666665,3.481,29
"KE",6,24.706333333333333,4.214030436346305,336.571,3.46,34
"GR",3,77.13383333333333,0.3113799771564276,94.95766666666667,6.133333333333334,11
"JP",14,90.10383333333333,0.4614976215903231,223.68366666666665,2.7603333333333335,16
"IN",22,31.947388888888888,2.4718288344474404,572.9723333333334,2.9203333333333332,59
"TH",11,45.149944444444444,2.7826281202072622,99.76833333333333,3.4473333333333334,49
"KR",5,81.59366666666666,0.4820760199233759,NA,3.569,9
"PS",2,74.8133888888889,2.796645057289093,221.702,5.741333333333333,0
"MA",5,59.39094444444444,2.1566912078801845,187.07866666666666,4.879333333333333,23
"TW",6,NA,NA,27.583666666666666,3.961333333333333,19
"DZ",7,69.023,2.759038156455899,151.965,4.911666666666667,22
"VN",8,32.195,3.091905327785917,173.506,2.243,50
"ID",19,51.46722222222222,2.5587447169630457,118.397,3.5693333333333332,59
"CI",3,48.42166666666667,3.21142580994572,135.58966666666666,3.2306666666666666,17
"SA",4,82.63294444444445,2.712917594134783,113.11266666666667,4.621666666666667,28
"EG",6,42.903,2.0099888978845373,161.66366666666667,4.452,24
"IR",6,71.88216666666666,2.225723270648032,169.14833333333334,7.512666666666667,37
"CN",2,52.19566666666667,3.021976379805394,54.41433333333333,3.570333333333333,22
"CC",0,NA,NA,NA,NA,0
"VA",0,NA,NA,NA,NA,0
"WF",0,NA,NA,NA,NA,0
"ER",0,36.52283333333333,3.735336737753074,391.807,3.767333333333333,9
"KI",0,49.54394444444444,3.1700115268228717,213.118,4.132,0
"MH",0,74.59738888888889,-0.837695340059892,204.773,4.089333333333333,0
"MF",0,NA,NA,NA,NA,0
"AS",0,87.50411111111111,-1.471267802414287,137.88333333333333,4.182,0
"SC",0,54.46677777777778,1.7069740466567618,72.79,3.8783333333333334,0
"BQ",0,NA,NA,NA,NA,0
"FO",0,41.19361111111111,1.1390363104347296,NA,NA,0
"SM",0,96.131,1.130224062420064,59.029333333333334,6.037,0
"VC",0,49.991277777777775,0.35137939370862004,324.55733333333336,4.377,0
"GU",0,94.30316666666667,0.331074124149027,117.16766666666666,4.169333333333333,0
"VG",0,45.76616666666667,2.6979954850030228,NA,NA,0
"AD",0,88.76577777777779,0.16483646031852775,75.77933333333333,5.945666666666667,0
"VI",0,94.90105555555556,0.02716712064146121,207.32566666666668,4.525,0
"BT",0,36.67483333333333,3.3774098500459884,351.55766666666665,3.280666666666667,9
"LC",0,19.605833333333333,-1.0512430991307524,325.908,4.431,0
"AX",0,NA,NA,NA,NA,0
"AG",0,26.130833333333335,-0.2527860271798303,282.671,4.480666666666667,0
"SX",0,100,1.7139668341573602,NA,NA,0
"GD",0,36.048611111111114,0.8772694280494079,336.5056666666667,4.408,0
"GI",0,100,0.7973859794946918,NA,NA,0
"BZ",0,45.464555555555556,2.41254243925322,431.8093333333333,4.248333333333333,13
"SZ",0,22.951722222222223,1.1535240803147617,140.45366666666666,3.597,0
"LI",0,14.463611111111112,0.6238240803685907,NA,NA,0
"BM",0,100,0.04734777874428971,208.74066666666667,4.509,0
"IM",1,52.23561111111111,0.5611931575039625,NA,NA,0
"GF",1,NA,NA,NA,NA,20
"FJ",0,53.485277777777775,1.3155955258034833,203.12033333333332,4.112666666666667,2
"BN",0,75.76855555555555,1.7265385134852944,187.554,3.0833333333333335,11
"GG",0,NA,NA,NA,NA,0
"DJ",0,77.29338888888888,1.8638255716012562,273.4463333333333,3.3263333333333334,10
"AW",0,43.61538888888889,0.5568263789768036,NA,NA,0
"GY",0,26.859555555555556,0.028621027025564967,737.4183333333333,4.462666666666666,23
"JE",1,NA,NA,NA,NA,0
"ME",0,64.97455555555555,0.6004424642639231,373.3736666666667,3.9213333333333336,4
"RE",2,NA,NA,NA,NA,0
"PF",0,60.47761111111111,1.3492049327366866,NA,NA,0
"CW",0,89.6985,0.6942043057152508,NA,NA,0
"MT",1,94.21983333333333,1.5591814735890008,90.08366666666667,6.8693333333333335,0
"MQ",1,NA,NA,NA,NA,0
"PA",3,65.97277777777778,2.218570596175395,663.243,3.7186666666666666,30
"BB",0,31.750944444444443,-0.06518459202486074,294.92833333333334,4.48,0
"GP",1,NA,NA,NA,NA,0
"HN",2,53.503166666666665,3.206205006615046,550.94,4.082,20
"NP",5,17.745277777777776,2.9148592386577,498.44933333333336,3.119666666666667,15
"MK",0,57.56216666666667,0.1864099878841207,381.872,3.8386666666666667,5
"MV",0,37.382555555555555,4.645038809531774,110.184,3.7479999999999998,0
"LR",0,48.922111111111114,3.7129682864575826,146.515,3.469666666666667,13
"TM",0,49.561055555555555,2.3114928109827795,190.56133333333332,2.4186666666666667,7
"BS",0,82.64738888888888,1.1190029849543306,251.74333333333334,4.4703333333333335,0
"NI",2,57.434555555555555,1.7540207168110473,571.0876666666667,4.4526666666666666,18
"GA",0,86.59655555555555,3.5486572170597324,130.18,3.999,0
"BW",0,64.16494444444444,3.395136833269885,142.89933333333335,3.6573333333333333,19
"SN",2,44.85938888888889,3.629775741602716,136.61333333333334,2.919,0
"SV",2,67.53583333333333,1.3809930984446033,462.93333333333334,4.483333333333333,12
"QA",1,98.54866666666666,7.239503230951547,98.82233333333333,4.531666666666666,8
"SO",0,41.02861111111111,4.7500166266937285,519.9183333333333,3.3623333333333334,19
"KW",0,100,3.9127309752418715,115.426,4.624,7
"CU",1,76.71277777777777,0.12580703331116555,453.83466666666664,4.42,1
"NC",0,68.035,1.7639424768091905,NA,NA,0
"XK",1,NA,NA,NA,NA,0
"BH",0,88.8775,3.5849494997413482,127.74833333333333,5.125666666666667,9
"MO",1,100,2.1946898354319755,NA,NA,0
"MW",1,16.058,3.7310771281532844,244.59199999999998,3.816666666666667,16
"MN",0,66.85205555555555,2.3100442606373055,192.89466666666667,2.1066666666666665,4
"TN",2,67.376,1.4650809758725312,156.90466666666666,5.259333333333333,22
"JO",0,87.05955555555556,4.903726569099106,167.592,5.12,17
"TZ",0,29.935944444444445,5.294752674053882,232.65333333333334,3.7866666666666666,31
"CM",0,53.061055555555555,3.9686232034756768,122.58266666666667,3.232,33
"YE",0,33.336555555555556,4.532657277411963,177.57633333333334,4.9,15
"SY",0,54.04538888888889,1.3758558350560068,204.888,5.636,14
"IQ",0,69.6493888888889,2.835372978287909,164.437,5.326666666666667,15
"CD",2,41.45227777777778,4.582183243782619,189.58266666666668,3.839,38
"LY",0,78.75394444444444,1.3804160905649245,132.44933333333333,5.409666666666666,17
"AF",0,24.307666666666666,4.080881210450439,303.494,4.847333333333333,11
"AI",0,NA,NA,NA,NA,0
"AQ",0,NA,NA,NA,NA,0
"TF",0,NA,NA,NA,NA,0
"BI",0,11.435222222222222,5.890160947113962,372.63933333333335,3.6203333333333334,16
"BJ",0,44.42911111111111,4.12688359179228,136.26833333333335,3.212,22
"BF",0,26.095,5.413754305109485,135.059,3.103666666666667,0
"BL",0,NA,NA,NA,NA,0
"BV",0,NA,NA,NA,NA,0
"CF",0,39.81505555555555,2.3466500335292246,193.23666666666668,4.2893333333333334,25
"CG",0,64.403,3.6725684070566134,144.36533333333333,3.7866666666666666,20
"CK",0,NA,NA,137.61766666666665,4.188,0
"KM",0,28.389277777777778,2.351808347502752,NA,3.569,0
"CV",0,62.653,2.130800806710863,129.55133333333333,3.1776666666666666,0
"CX",0,NA,NA,NA,NA,0
"KY",0,100,2.4469853680748157,NA,NA,0
"DM",0,68.84061111111112,0.7502753747578682,324.31666666666666,4.4206666666666665,0
"EH",0,NA,NA,NA,NA,5
"ET",0,18.49372222222222,4.819400662722599,429.24533333333335,3.526,19
"FK",0,NA,NA,NA,NA,0
"FM",0,22.483555555555554,0.2461414775814124,208.94433333333333,4.099666666666667,0
"GN",0,34.47472222222222,3.3068365602364667,144.635,3.3596666666666666,18
"GM",0,57.38538888888889,4.142496448724767,136.61166666666668,3.3333333333333335,0
"GW",0,41.141777777777776,3.4750844707780595,154.09333333333333,3.1046666666666667,0
"GQ",0,67.12738888888889,5.727248604353894,144.221,3.8946666666666667,16
"GL",0,85.18311111111112,0.3272652248600831,178.24699999999999,5.195333333333333,0
"HM",0,NA,NA,NA,NA,0
"HT",1,49.92483333333333,3.425452626496411,415.73,4.5696666666666665,0
"IO",0,NA,NA,NA,NA,0
"KN",0,31.2235,-0.10843735771703583,241.60466666666667,4.466333333333333,0
"LA",0,31.62761111111111,3.6204421566986076,156.758,4.456333333333333,20
"MC",0,100,0.7046263737483164,44.25833333333333,5.998,0
"MG",0,33.610277777777775,4.602139423837537,325.61633333333333,3.926,4
"ML",0,37.99011111111111,5.299361415800623,141.89133333333334,2.6806666666666668,17
"MP",0,91.16383333333333,-2.1916466676178525,122.00933333333333,4.170333333333334,0
"MZ",1,33.26511111111111,4.181368410344602,325.25966666666665,4.016,24
"MR",0,48.78922222222222,4.447051095916952,130.80066666666667,2.787,12
"MS",0,NA,NA,NA,NA,0
"YT",0,NA,NA,NA,NA,0
"NE",0,16.3165,3.899716600521232,151.35366666666667,2.893,15
"NF",0,NA,NA,NA,NA,0
"NU",0,NA,NA,146.535,4.164666666666667,0
"NR",0,100,1.0566756436983704,134.839,4.125333333333334,0
"PN",0,NA,NA,NA,NA,0
"PW",0,76.31494444444445,0.33122648863609,360.697,4.122,0
"PG",0,13.102388888888889,2.8556369926206733,296.11133333333333,4.007333333333333,34
"KP",0,60.93238888888889,0.7615232025548483,57.861666666666665,3.7969999999999997,7
"RW",0,17.052833333333332,2.724211203853856,261.7776666666667,3.636,18
"SD",0,33.70583333333333,3.1578440641407206,143.73233333333334,4.835333333333334,27
"GS",0,NA,NA,NA,NA,0
"SJ",0,NA,NA,NA,NA,0
"SB",0,21.222555555555555,4.550461670284502,225.19533333333334,4.035666666666667,0
"SL",0,39.87727777777778,3.49991367586342,137.83433333333335,3.6533333333333333,13
"PM",0,NA,NA,NA,NA,0
"SS",0,18.48927777777778,3.4680693840236136,322.121,4.913,0
"ST",0,67.2315,3.620905180946287,142.332,3.1226666666666665,2
"SR",0,66.28827777777778,1.052799971403664,395.569,4.252,23
"TC",0,90.99005555555556,4.501100987181013,NA,NA,0
"TD",0,22.422,3.971586317829016,165.88833333333332,3.2996666666666665,17
"TG",0,38.89266666666666,3.9002648157710746,137.65533333333335,3.585,20
"TK",0,NA,NA,165.20166666666665,4.15,0
"TL",0,28.639666666666667,3.2116936197890285,146.93166666666667,3.7656666666666667,4
"TO",0,23.244055555555555,0.0861733532509023,223.205,4.1626666666666665,0
"TV",0,57.09511111111111,2.525917735271798,160.30533333333332,4.151666666666666,0
"UG",0,20.819,5.656502217437679,226.49166666666667,3.9913333333333334,25
"UM",0,NA,NA,NA,NA,0
"VU",0,24.53377777777778,3.124071773839993,224.48733333333334,4.046666666666667,0
"WS",0,19.516666666666666,-0.25977814281654166,214.55066666666667,4.117666666666667,0
